"region","id","SampleHabitat","Latitude","Longitude","ept_rich","log_ec","log_turb","slope","scale_temp","av_temp"
"NSW","-27.37422 150.63598 NSW","Edge",-27.37422,150.63598,5.5,5.77765232322266,3.10009228887823,0.00286177355731955,1.05740953391076,191
"NSW","-27.48273 150.71331 NSW","Edge",-27.48273,150.71331,4,5.91889385427315,4.68213122712422,0.00735674184562194,-0.157446097806194,190
"NSW","-27.581835 150.30345 NSW","Edge",-27.581835,150.30345,2.5,5.39816270151775,4.70048036579242,0.00105342790038785,0.473121808325319,195
"NSW","-27.62933 150.29136 NSW","Edge",-27.62933,150.29136,4,5.10594547390058,5.72031177660741,0.00189917361831664,0.0901618820933675,196
"NSW","-27.66147 150.37699 NSW","Edge",-27.66147,150.37699,0.5,5.03043792139244,6.39692965521615,0.000815333152283738,0.346999391597453,195
"NSW","-27.66205 150.13115 NSW","Edge",-27.66205,150.13115,2,4.81218435537242,6.39692965521615,0.000622109903347906,0.398932151426574,197
"NSW","-27.66349 149.42035 NSW","Edge",-27.66349,149.42035,1,5.48893772615669,6.39692965521615,0.00225569777314414,0.311399478961214,200
"NSW","-27.68419 150.85752 NSW","Edge",-27.68419,150.85752,3,5.8805329864007,3.75419892023458,0.00624748539056146,-0.0192678618322815,189
"NSW","-27.69132 150.89138 NSW","Edge",-27.69132,150.89138,4,5.61677109766657,5.57594910314632,0.00746246130480016,0.286764472875042,189
"NSW","-27.72729 149.42416 NSW","Edge",-27.72729,149.42416,3,4.98702542845712,4.87729435952392,0.00272778038198763,0.356212979672892,200
"NSW","-27.7314 149.67545 NSW","Edge",-27.7314,149.67545,3,5.33753807970132,5.14166355650266,0.002852820578729,0.206826837018341,199
"NSW","-27.77277 149.88986 NSW","Edge",-27.77277,149.88986,2,5.45958551414416,5.2704321630585,0.00207286589251674,0.190273741398854,198
"NSW","-27.82876 149.29079 NSW","Edge",-27.82876,149.29079,3,5.06259503302697,3.82209829790016,0.00545903699982241,0.0409670568901292,201
"NSW","-27.8744 148.96753 NSW","Edge",-27.8744,148.96753,2,5.39362754635236,4.23410650459726,0.00166844252832278,0.512998748908394,203
"NSW","-27.8831 149.86105 NSW","Edge",-27.8831,149.86105,2,4.89034912822175,4.17899203628239,0.000914640642390586,-0.124104929709578,198
"NSW","-27.90199 149.76095 NSW","Edge",-27.90199,149.76095,2.5,5.4553211153577,6.5792512120101,0.00054262163293562,-0.0387868242760215,199
"NSW","-27.94419 149.04623 NSW","Edge",-27.94419,149.04623,0,6.21860011969173,6.39692965521615,0.00322424454381419,0.089203166326978,203
"NSW","-27.9668675 150.21015 NSW","Edge",-27.9668675,150.21015,1,5.18738580584075,5.97126183979046,0.00653990320418068,0.371111030089545,196
"NSW","-27.97107 149.34949 NSW","Edge",-27.97107,149.34949,2,5.37527840768417,5.99893656194668,0.000408312784894139,0.392440556447934,202
"NSW","-27.97122 149.28903 NSW","Edge",-27.97122,149.28903,3,5.41164605185504,5.77765232322266,0.00105414109468453,0.274664476121176,202
"NSW","-27.99181 150.83989 NSW","Edge",-27.99181,150.83989,1,4.76217393479776,5.71702770140622,0.00521681410910835,-0.145390278560148,188
"NSW","-28.18214 150.57745 NSW","Edge",-28.18214,150.57745,2,5.53733426701854,6.05443934626937,0.00143064394711811,0.450909088763515,193
"NSW","-28.23694 150.11033 NSW","Edge",-28.23694,150.11033,1.5,5.41610040220442,6.09627491146033,0.000961826466993079,0.265390769008833,197
"NSW","-28.27748 153.32784 NSW","Edge",-28.27748,153.32784,6,4.34380542185368,1.96009478404727,0.0444457277549411,0.238894053177731,193
"NSW","-28.27748 153.32784 NSW","Riffle",-28.27748,153.32784,7,4.34380542185368,1.96009478404727,0.0444457277549411,0.238894053177731,193
"NSW","-28.2984 153.2672 NSW","Edge",-28.2984,153.2672,8,4.40671924726425,1.48160454092422,0.0614924416760341,0.225104549073603,193
"NSW","-28.2984 153.2672 NSW","Riffle",-28.2984,153.2672,13,4.40671924726425,1.48160454092422,0.0614924416760341,0.225104549073603,193
"NSW","-28.31395 153.34897 NSW","Edge",-28.31395,153.34897,0,4.53259949315326,2.80336038090653,0.0122609016140032,0.294107937121973,197
"NSW","-28.327 152.6195 NSW","Edge",-28.327,152.6195,8,4.14313472639153,0.641853886172395,0.0442180809965161,-0.433328655902759,162
"NSW","-28.327 152.6195 NSW","Riffle",-28.327,152.6195,12,4.14313472639153,0.641853886172395,0.0442180809965161,-0.433328655902759,162
"NSW","-28.3275 153.508 NSW","Edge",-28.3275,153.508,1,5.24702407216049,6.33150184989369,0.0110932195961541,0.29508537386233,198
"NSW","-28.3497 153.353 NSW","Edge",-28.3497,153.353,2,5.20583651375387,2.60761580378044,0.00992773857584907,0.441225422867535,195
"NSW","-28.3574 152.9918 NSW","Riffle",-28.3574,152.9918,7,4.54063166485052,0.161268147596122,0.122375058837014,0.14542613736898,178
"NSW","-28.3581 153.2082 NSW","Edge",-28.3581,153.2082,7,4.78331637137157,3.21084365317094,0.00938098890379275,0.0809861830103409,192
"NSW","-28.3581 153.2082 NSW","Riffle",-28.3581,153.2082,8,4.93447393313069,3.76120011569356,0.00938098890379275,0.0809861830103409,192
"NSW","-28.36204 149.75106 NSW","Edge",-28.36204,149.75106,2.5,5.26785815906333,6.21260609575152,0.000271310836438874,0.0307659790665519,199
"NSW","-28.3781 152.903 NSW","Riffle",-28.3781,152.903,7.66666666666667,5.22035582507832,-0.143100843640673,0.0456862441310355,0.468955432381806,182
"NSW","-28.379 153.0674 NSW","Edge",-28.379,153.0674,4.5,3.48124008933569,0.693147180559945,0.0380592519845342,-0.358781681134799,161
"NSW","-28.379 153.0674 NSW","Riffle",-28.379,153.0674,5,3.48124008933569,0.693147180559945,0.0380592519845342,-0.358781681134799,161
"NSW","-28.3849 153.3358 NSW","Edge",-28.3849,153.3358,6.33333333333333,4.90650858488736,1.48160454092422,0.0204694662834054,0.390203049276486,190
"NSW","-28.3849 153.3358 NSW","Riffle",-28.3849,153.3358,6.6,4.90082042808905,1.50407739677627,0.0204694662834054,0.390203049276486,190
"NSW","-28.39027 151.11761 NSW","Edge",-28.39027,151.11761,2.5,5.9427993751267,4.34380542185368,0.00315371779082795,-0.3521939471654,188
"NSW","-28.4004 153.2838 NSW","Riffle",-28.4004,153.2838,8,4.77068462446567,2.70136121295141,0.0980059656032778,-0.169316799630334,172
"NSW","-28.4045075 151.46789 NSW","Edge",-28.4045075,151.46789,4,5.11198778835654,4.0943445622221,0.0184321234105325,-0.0740269113029255,177
"NSW","-28.4055 152.5927 NSW","Edge",-28.4055,152.5927,6,5.31566600488265,3.19663021592088,0.00460330774065427,0.0424407299930841,175
"NSW","-28.4129 153.3379 NSW","Edge",-28.4129,153.3379,4.5,4.8283137373023,1.62924053973028,0.0155409057294234,0.312260204476315,190
"NSW","-28.4129 153.3379 NSW","Riffle",-28.4129,153.3379,7,4.84418708645859,1.91692261218206,0.0155409057294234,0.312260204476315,190
"NSW","-28.4278 153.0255 NSW","Edge",-28.4278,153.0255,11,2.99573227355399,2.52572864430826,0.0542735833333781,0.196235000460952,185
"NSW","-28.4278 153.0255 NSW","Riffle",-28.4278,153.0255,15,2.99573227355399,2.52572864430826,0.0542735833333781,0.196235000460952,185
"NSW","-28.43292 151.47053 NSW","Edge",-28.43292,151.47053,1.5,5.29330482472449,0.993251773010283,0.00660617849498825,0.177334728949393,178
"NSW","-28.4363 152.3822 NSW","Edge",-28.4363,152.3822,7,5.6970934865054,2.68444033546308,0.0298092191335197,0.160892370049385,170
"NSW","-28.4363 152.3822 NSW","Riffle",-28.4363,152.3822,8,5.6970934865054,2.68444033546308,0.0298092191335197,0.160892370049385,170
"NSW","-28.43652 152.62348 NSW","Edge",-28.43652,152.62348,5,5.66988092298052,2.68784749378469,0.0391477039853963,-0.0205981243521967,171
"NSW","-28.43823 153.35622 NSW","Edge",-28.43823,153.35622,9,4.64439089914137,1.16315080980568,0.0281020917321321,-0.041171901615032,194
"NSW","-28.43823 153.35622 NSW","Riffle",-28.43823,153.35622,8,4.64439089914137,1.16315080980568,0.0281020917321321,-0.041171901615032,194
"NSW","-28.4395 153.4892 NSW","Edge",-28.4395,153.4892,1.5,4.85592890433527,2.59151638484626,0.015614845929822,0.311378236251035,195
"NSW","-28.4439 153.191 NSW","Edge",-28.4439,153.191,3,5.75574221358691,1.88706964903238,0.0194832566763594,0.0184207044344877,188
"NSW","-28.44674 153.01656 NSW","Edge",-28.44674,153.01656,10,4.52178857704904,1.25276296849537,0.0479774229354521,-0.0309708237914545,185
"NSW","-28.44674 153.01656 NSW","Riffle",-28.44674,153.01656,10,4.52178857704904,1.25276296849537,0.0479774229354521,-0.0309708237914545,185
"NSW","-28.4493075 150.45341 NSW","Edge",-28.4493075,150.45341,3,5.04985600724954,6.39692965521615,0.00114734667700292,0.183782146420213,194
"NSW","-28.44942 152.81621 NSW","Edge",-28.44942,152.81621,9,0.405465108108164,2.58776403522771,0.0459400190181933,-0.116566181559979,184
"NSW","-28.46246 150.96052 NSW","Edge",-28.46246,150.96052,2.375,5.78536246164862,3.08305610172567,0.0032563929855991,0.353784349380613,188
"NSW","-28.46419 149.52105 NSW","Edge",-28.46419,149.52105,2.5,5.18178355029209,6.68461172766793,0.000409366252992017,0.549166206646533,200
"NSW","-28.46447 149.52114 NSW","Edge",-28.46447,149.52114,2,5.26269018890489,6.25190388316589,0.000409366252992017,-0.0146751857839296,200
"NSW","-28.46646 149.57421 NSW","Edge",-28.46646,149.57421,2.5,5.90536184805457,6.22851100359118,0.0014717410852912,0.408205858538917,200
"NSW","-28.46659 152.20026 NSW","Edge",-28.46659,152.20026,10,5.2040066870768,0.262364264467491,0.0384815200724233,-0.0513729794386095,166
"NSW","-28.46659 152.20026 NSW","Riffle",-28.46659,152.20026,8,5.2040066870768,0.262364264467491,0.0384815200724233,-0.0513729794386095,166
"NSW","-28.47266 150.93967 NSW","Edge",-28.47266,150.93967,5,5.86078622346587,2.58776403522771,0.020605350197334,0.111491408451757,188
"NSW","-28.4746 152.8233 NSW","Edge",-28.4746,152.8233,6,5.85793315448346,1.68639895357023,0.025978320725795,0.0837959671641399,176
"NSW","-28.4746 152.8233 NSW","Riffle",-28.4746,152.8233,10,3.91202300542815,1.94591014905531,0.025978320725795,0.0837959671641399,176
"NSW","-28.4755 149.5125 NSW","Edge",-28.4755,149.5125,3,4.78749174278205,6.42486902390539,0.000204701242842937,0.33831422846043,200
"NSW","-28.48113 149.50763 NSW","Edge",-28.48113,149.50763,2,5.35185813347607,6.21860011969173,0.000271310836438878,-0.452394161486525,200
"NSW","-28.48552 152.94255 NSW","Edge",-28.48552,152.94255,10,5.37063802812766,0.53062825106217,0.00642163150628526,-0.0560098329947809,190
"NSW","-28.48552 152.94255 NSW","Riffle",-28.48552,152.94255,8,5.37063802812766,0.53062825106217,0.00642163150628526,-0.0560098329947809,190
"NSW","-28.48817 151.30192 NSW","Edge",-28.48817,151.30192,4.33333333333333,6.08525842639434,2.39789527279837,0.0339467719609404,-0.0790775786097926,180
"NSW","-28.48899 150.50797 NSW","Edge",-28.48899,150.50797,3,5.49306144334055,4.94875989037817,0.00081884104036949,0.196765336377494,193
"NSW","-28.4952 149.4896 NSW","Edge",-28.4952,149.4896,2.5,5.15617759938691,6.26435019031701,0.00169198694190322,0.287119010133773,200
"NSW","-28.49974 150.44 NSW","Edge",-28.49974,150.44,2.5,5.5683445037611,5.10594547390058,0.000306643934558783,0.474093356544373,194
"NSW","-28.5044 153.5242 NSW","Edge",-28.5044,153.5242,2,4.89783979995091,2.76316950032329,0.00712079674660328,0.440135177487435,198
"NSW","-28.50493 153.30919 NSW","Edge",-28.50493,153.30919,5,4.9416424226093,2.59525470695687,0.0245944406351128,0.0311630138612444,185
"NSW","-28.50493 153.30919 NSW","Riffle",-28.50493,153.30919,7,4.9416424226093,2.59525470695687,0.0245944406351128,0.0311630138612444,185
"NSW","-28.51428 150.66777 NSW","Edge",-28.51428,150.66777,1,5.57972982598622,-0.972861083362549,0.00367635518284922,0.713355000042826,191
"NSW","-28.51874 152.29116 NSW","Edge",-28.51874,152.29116,8,6.34212141872115,1.93152141160321,0.00600020581553313,0.045073574529759,175
"NSW","-28.51874 152.29116 NSW","Riffle",-28.51874,152.29116,8,6.34212141872115,1.93152141160321,0.00600020581553313,0.045073574529759,175
"NSW","-28.5208425 149.94478 NSW","Edge",-28.5208425,149.94478,2.5,6.48004456192665,4.43319492124828,0.000614239687256435,0.468484954769148,198
"NSW","-28.5215 152.4706 NSW","Edge",-28.5215,152.4706,5.5,5.92958914338989,1.30833281965018,0.0103321707643524,0.0299411477848206,177
"NSW","-28.5215 152.4706 NSW","Riffle",-28.5215,152.4706,8,4.70048036579242,1.97408102602201,0.0103321707643524,0.0299411477848206,177
"NSW","-28.52414 149.92041 NSW","Edge",-28.52414,149.92041,2,5.75574221358691,6.27476202124194,0.000920149614497236,0.366474176533373,198
"NSW","-28.52418 149.89047 NSW","Edge",-28.52418,149.89047,0.5,6.04973345523196,4.29045944114839,0.000920149614497254,-0.0341499707198501,198
"NSW","-28.5322 152.7516 NSW","Riffle",-28.5322,152.7516,9.5,4.96633503519968,0.955511445027436,0.0348298641786827,0.290842779482031,173
"NSW","-28.53305 153.39237 NSW","Edge",-28.53305,153.39237,9,4.17438726989564,1.33500106673234,0.0809234498218887,-0.238701863107941,177
"NSW","-28.53305 153.39237 NSW","Riffle",-28.53305,153.39237,7,4.17438726989564,1.33500106673234,0.0809234498218887,-0.238701863107941,177
"NSW","-28.53378 152.88962 NSW","Edge",-28.53378,152.88962,9,5.4249500174814,1.70474809223843,0.0587750115446203,-0.0272613409465173,183
"NSW","-28.53378 152.88962 NSW","Riffle",-28.53378,152.88962,8,5.4249500174814,1.70474809223843,0.0587750115446203,-0.0272613409465173,183
"NSW","-28.53849 152.11686 NSW","Edge",-28.53849,152.11686,8,5.54126354515843,0.641853886172395,0.0213383431551837,0.169608835879445,155
"NSW","-28.53907 152.64975 NSW","Edge",-28.53907,152.64975,9,6.29710931993394,2.70136121295141,0.041942470071859,-0.236847121685472,177
"NSW","-28.53907 152.64975 NSW","Riffle",-28.53907,152.64975,8,6.29710931993394,2.70136121295141,0.041942470071859,-0.236847121685472,177
"NSW","-28.5506 153.4835 NSW","Edge",-28.5506,153.4835,2,4.71849887129509,2.27212588550934,0.00325780442261957,0.36421015575875,197
"NSW","-28.5506 153.4835 NSW","Riffle",-28.5506,153.4835,2,4.71849887129509,2.27212588550934,0.00325780442261957,0.36421015575875,197
"NSW","-28.5512 152.1137 NSW","Edge",-28.5512,152.1137,7,5.40267738187228,1.66770682055808,0.0278871437582661,0.0502259256852412,156
"NSW","-28.5512 152.1137 NSW","Riffle",-28.5512,152.1137,9,5.40267738187228,1.66770682055808,0.0278871437582661,0.0502259256852412,156
"NSW","-28.554195 150.16979 NSW","Edge",-28.554195,150.16979,4.5,5.64190707093811,2.484906649788,0.00192379692433244,0.186564258553916,195
"NSW","-28.56113 152.17476 NSW","Edge",-28.56113,152.17476,7,4.85203026391962,2.72785282839839,0.0337347326064288,-0.224638318055231,163
"NSW","-28.5614 153.4918 NSW","Edge",-28.5614,153.4918,0,7.72090525193678,2.34180580614733,0.00421537156875838,0.130518858806434,197
"NSW","-28.5689 153.3865 NSW","Edge",-28.5689,153.3865,6,4.21950770517611,1.1314021114911,0.0666175043308348,0.351376592632835,180
"NSW","-28.5689 153.3865 NSW","Riffle",-28.5689,153.3865,8,4.09988474259772,1.1314021114911,0.0666175043308348,0.351376592632835,180
"NSW","-28.5699 153.3425 NSW","Edge",-28.5699,153.3425,4.25,4.02535169073515,1.12330490125848,0.111879783559213,-0.250558002732081,171
"NSW","-28.5699 153.3425 NSW","Riffle",-28.5699,153.3425,9.66666666666667,3.72166927693693,1.22377543162212,0.111879783559213,-0.250558002732081,171
"NSW","-28.5709 153.3088 NSW","Edge",-28.5709,153.3088,12,1.79175946922805,2.17475172148416,0.0777189834408937,-0.247854513655897,174
"NSW","-28.5709 153.3088 NSW","Riffle",-28.5709,153.3088,12,1.79175946922805,2.17475172148416,0.0777189834408937,-0.247854513655897,174
"NSW","-28.5715 151.34975 NSW","Edge",-28.5715,151.34975,3.5,5.78996017089725,1.80828877117927,0.00957765146252013,0.436026979875947,180
"NSW","-28.57486 149.53806 NSW","Edge",-28.57486,149.53806,1.5,5.98896141688986,4.36691299686383,0.0010852429463343,0.0409670568901292,199
"NSW","-28.577 149.5569 NSW","Edge",-28.577,149.5569,2,5.79909265446053,4.26267987704132,0.0002048102403675,0.649561981566752,199
"NSW","-28.5787 150.348 NSW","Edge",-28.5787,150.348,3.5,5.61495126094959,3.66356164612965,0.000434932591374014,0.370582374144862,194
"NSW","-28.5855 153.2209 NSW","Edge",-28.5855,153.2209,3.5,5.01063529409626,1.68639895357023,0.00573043455934754,0.281703029991012,191
"NSW","-28.5855 153.2209 NSW","Riffle",-28.5855,153.2209,8.5,5.01063529409626,1.68639895357023,0.00573043455934754,0.281703029991012,191
"NSW","-28.59472 151.63023 NSW","Edge",-28.59472,151.63023,2,5.57215403217776,3.87743156065853,0.012507132272186,-0.194540926255567,164
"NSW","-28.608685 149.64527 NSW","Edge",-28.608685,149.64527,2.5,5.70544775397526,3.20680324363393,0.000480042068818896,0.341310222066975,198
"NSW","-28.6087 153.357 NSW","Edge",-28.6087,153.357,4.75,4.79372229253268,1.27396517614597,0.0509451979021171,0.0128514713056671,179
"NSW","-28.6087 153.357 NSW","Riffle",-28.6087,153.357,6.5,3.44998754583159,1.47017584510059,0.0509451979021171,0.0128514713056671,179
"NSW","-28.6130125 149.88312 NSW","Edge",-28.6130125,149.88312,3.57142857142857,5.6728322286151,4.2570301444992,0.000960083916395731,0.339450560720652,197
"NSW","-28.6146 152.9898 NSW","Edge",-28.6146,152.9898,3,5.4553211153577,1.80005827204275,0.00880263254282703,0.38554580439587,193
"NSW","-28.6226 152.7954 NSW","Edge",-28.6226,152.7954,5,4.93087032562739,1.8484548129046,0.0490351472924875,0.158339980143464,187
"NSW","-28.6279 152.7637 NSW","Edge",-28.6279,152.7637,5.5,5.91754886415781,3.68637632389582,0.0183192461763374,0.260350758379238,185
"NSW","-28.63192 150.77774 NSW","Edge",-28.63192,150.77774,2,6.20455776256869,4.02713581252865,0.00122102307071372,0.671969312493901,190
"NSW","-28.63719 152.85359 NSW","Edge",-28.63719,152.85359,6,5.3890717298165,2.60268968544438,0.0123656272101864,0.100715817203818,189
"NSW","-28.63719 152.85359 NSW","Riffle",-28.63719,152.85359,6,5.3890717298165,2.60268968544438,0.0123656272101864,0.100715817203818,189
"NSW","-28.6411 153.4103 NSW","Edge",-28.6411,153.4103,9,4.30406509320417,1.87180217690159,0.0109227297407355,0.521863176668583,190
"NSW","-28.6411 153.4103 NSW","Riffle",-28.6411,153.4103,10,4.30406509320417,1.87180217690159,0.0109227297407355,0.521863176668583,190
"NSW","-28.6423 152.2541 NSW","Edge",-28.6423,152.2541,5.5,5.59656839034905,0.993251773010283,0.017236352493174,0.125882005250262,178
"NSW","-28.64301 149.5597 NSW","Edge",-28.64301,149.5597,2,5.52545293913178,5.97888576490112,0.000671420463396546,0.219949604158352,199
"NSW","-28.64508 153.59341 NSW","Edge",-28.64508,153.59341,0,6.51174532964473,1.22377543162212,0.00451138101747562,0.143671523120584,198
"NSW","-28.6468 153.2916 NSW","Edge",-28.6468,153.2916,4,4.47733681447821,1.45861502269952,0.0295731389720184,0.132367477950172,191
"NSW","-28.6468 153.2916 NSW","Riffle",-28.6468,153.2916,8,4.47733681447821,1.45861502269952,0.0295731389720184,0.132367477950172,191
"NSW","-28.64753 149.36382 NSW","Edge",-28.64753,149.36382,1,5.8348107370626,6.23048144757848,0.00162846817883189,0.584406293673437,200
"NSW","-28.65517 150.55718 NSW","Edge",-28.65517,150.55718,4,5.79301360838414,4.48074010760991,0.000614677084605559,0.60670736825088,191
"NSW","-28.6561 152.4924 NSW","Edge",-28.6561,152.4924,3,4.12713438504509,2.28238238567653,0.0570743990777771,-0.309917173099061,165
"NSW","-28.65627 153.15635 NSW","Edge",-28.65627,153.15635,6,5.98141421125448,2.72785282839839,0.0207929819848942,-0.00593181458812806,187
"NSW","-28.65627 153.15635 NSW","Riffle",-28.65627,153.15635,7,5.98141421125448,2.72785282839839,0.0207929819848942,-0.00593181458812806,187
"NSW","-28.6567 152.7176 NSW","Edge",-28.6567,152.7176,2,5.59842195899838,1.09861228866811,0.051249065956191,-0.102069956784172,176
"NSW","-28.6717 152.5834 NSW","Edge",-28.6717,152.5834,6,5.98015078720771,3.81220267014594,0.0201725054695069,0.0702618513301135,183
"NSW","-28.6767 151.5815 NSW","Edge",-28.6767,151.5815,5,5.77455154554441,0.832909122935104,0.00553277934150364,-0.451391518469694,166
"NSW","-28.67676113 153.2999524 NSW","Edge",-28.67676113,153.2999524,8,4.33073334028633,1.52605630349505,0.0220519152223828,0.0431465781325743,189
"NSW","-28.6812 153.5363 NSW","Edge",-28.6812,153.5363,3,4.72738781871234,1.84054963339749,0.00816111856135792,0.438399812657495,194
"NSW","-28.6812 153.5363 NSW","Riffle",-28.6812,153.5363,6,4.72738781871234,1.84054963339749,0.00816111856135792,0.438399812657495,194
"NSW","-28.68156 153.5754 NSW","Edge",-28.68156,153.5754,7,4.82028156560504,0.741937344729377,0.00162892864263008,0.338122719279802,194
"NSW","-28.68156 153.5754 NSW","Riffle",-28.68156,153.5754,8,4.82028156560504,0.741937344729377,0.00162892864263008,0.338122719279802,194
"NSW","-28.6829 149.66905 NSW","Edge",-28.6829,149.66905,1.5,7.77904864492556,6.39692965521615,0.000671599155376326,0.188418999976385,198
"NSW","-28.68335 149.65893 NSW","Edge",-28.68335,149.65893,2.5,6.09356977004514,4.70048036579242,0.000623548080380216,0.129067274457389,198
"NSW","-28.68745 150.98357 NSW","Edge",-28.68745,150.98357,2,3.95124371858143,4.26689632742025,0.00249203328808558,0.175702061707709,187
"NSW","-28.6919 150.87259 NSW","Edge",-28.6919,150.87259,4,5.61677109766657,2.30258509299405,0.00219211914716686,-0.147289197490436,188
"NSW","-28.69598 153.47289 NSW","Edge",-28.69598,153.47289,7,4.55387689160054,1.3609765531356,0.013142208113202,0.152317294040205,194
"NSW","-28.6982825 150.52999 NSW","Edge",-28.6982825,150.52999,3.5,5.59471137960184,0.336472236621213,0.000204938167246103,-0.0879374719714402,191
"NSW","-28.6994 153.5129 NSW","Edge",-28.6994,153.5129,3,5.06575459331733,2.28238238567653,0.00565789727425965,0.455120696492354,194
"NSW","-28.7057 153.5119 NSW","Edge",-28.7057,153.5119,1,4.70953020131233,2.17475172148416,0.0268564330139394,0.580395814209792,194
"NSW","-28.71063 153.48702 NSW","Edge",-28.71063,153.48702,5,4.67282883446191,2.88480071284671,0.00469299138202911,0.170268620546391,194
"NSW","-28.71063 153.48702 NSW","Riffle",-28.71063,153.48702,4,4.67282883446191,2.88480071284671,0.00469299138202911,0.170268620546391,194
"NSW","-28.71583 150.3109 NSW","Edge",-28.71583,150.3109,2.5,5.89989735358249,4.02535169073515,0.000480463699219308,0.504652412507285,193
"NSW","-28.7243 152.4061 NSW","Edge",-28.7243,152.4061,8,5.44179909002573,1.87618814884485,0.0154634853988816,0.227271766278962,181
"NSW","-28.7243 152.4061 NSW","Riffle",-28.7243,152.4061,8.5,5.53207109697426,1.97408102602201,0.0154634853988816,0.227271766278962,181
"NSW","-28.72636 152.10731 NSW","Edge",-28.72636,152.10731,9,4.12713438504509,1.43508452528932,0.00427919113305405,-0.245388168262318,145
"NSW","-28.7459 152.618 NSW","Edge",-28.7459,152.618,4.2,7.6438661589742,2.45444744230329,0.0079345878963884,0.262416519127663,185
"NSW","-28.7472 153.1762 NSW","Riffle",-28.7472,153.1762,5.5,6.20253551718792,1.75785791755237,0.0401927377724447,0.186011146496863,192
"NSW","-28.75265 149.35028 NSW","Edge",-28.75265,149.35028,1.5,5.94803498918065,6.39692965521615,0.00087004609838969,0.12721253303492,199
"NSW","-28.7597 153.5634 NSW","Edge",-28.7597,153.5634,0.5,5.70711026474888,2.48073127837752,0.000780440031883688,0.482941817829383,197
"NSW","-28.76322 149.35005 NSW","Edge",-28.76322,149.35005,1,5.7037824746562,6.39692965521615,0.00043502746645843,0.11422934307764,199
"NSW","-28.7641225 151.17968 NSW","Edge",-28.7641225,151.17968,3,6.13556489108174,2.02814824729229,0.00763005067998218,0.2969213731908,182
"NSW","-28.7673 152.1662 NSW","Edge",-28.7673,152.1662,5,3.49650756146648,1.7227665977411,0.0734303700918371,0.180096873153222,155
"NSW","-28.7673 152.1662 NSW","Riffle",-28.7673,152.1662,8,3.78418963391826,1.11514159061932,0.0734303700918371,0.180096873153222,155
"NSW","-28.76798 152.09123 NSW","Edge",-28.76798,152.09123,2,4.15888308335967,0.0953101798043249,0.0136192703708076,-0.161524190342004,144
"NSW","-28.7696 152.4448 NSW","Edge",-28.7696,152.4448,8,4.79579054559674,1.70474809223843,0.0467537557178258,-0.490098020926136,173
"NSW","-28.77927 152.9368 NSW","Edge",-28.77927,152.9368,8,6.07534603108868,2.89037175789616,0.00281994912703086,0.170473412971407,195
"NSW","-28.7807375 149.19231 NSW","Edge",-28.7807375,149.19231,3.5,5.8348107370626,3.54673968695281,0.000435036142767234,0.403569004982746,200
"NSW","-28.7886 149.7171 NSW","Edge",-28.7886,149.7171,3,6.51619307604296,6.21060007702465,0.00107024802803075,0.640916210647132,197
"NSW","-28.7969 153.5134 NSW","Edge",-28.7969,153.5134,2.5,4.61181472870676,1.81645208181843,0.0288903833783274,0.23173369043104,195
"NSW","-28.7969 153.5134 NSW","Riffle",-28.7969,153.5134,5,4.48863636973214,1.7227665977411,0.0288903833783274,0.23173369043104,195
"NSW","-28.798 152.1628 NSW","Edge",-28.798,152.1628,5,4.19720194766181,1.00246842811521,0.0912682448129779,-0.0546514474914653,144
"NSW","-28.798 152.1628 NSW","Riffle",-28.798,152.1628,6.5,4.19720194766181,1.00246842811521,0.0912682448129779,-0.0546514474914653,144
"NSW","-28.7987 152.9795 NSW","Edge",-28.7987,152.9795,2.5,5.74859649044599,1.30833281965018,0.00123054249086099,0.552604412289248,195
"NSW","-28.8013 150.7285 NSW","Edge",-28.8013,150.7285,4,5.40267738187228,3.89182029811063,0.00308292102462197,0.188395529582191,188
"NSW","-28.80232318 153.2521483 NSW","Edge",-28.80232318,153.2521483,1,5.75890177387728,4.54329478227,0.0150247374967738,0.220618884305203,194
"NSW","-28.81741 152.48899 NSW","Edge",-28.81741,152.48899,6,5.2040066870768,-1.6094379124341,0.0258919867162481,-0.147690956870612,185
"NSW","-28.8394 153 NSW","Edge",-28.8394,153,1.66666666666667,5.50803789753011,2.14398006281741,0.00217532959351245,0.634484277712813,195
"NSW","-28.84036 153.17681 NSW","Edge",-28.84036,153.17681,0,6.64248680136726,5.08140436498446,0.0410706935896209,0.185171223534761,194
"NSW","-28.8472 152.0989 NSW","Edge",-28.8472,152.0989,6.22222222222222,3.95124371858143,2.93680759490396,0.0324136349912109,-0.0935050669647095,142
"NSW","-28.84914 153.27448 NSW","Edge",-28.84914,153.27448,1,6.10479323241498,4.4224485491728,0.00970176571580152,0.422929923824313,194
"NSW","-28.85736 153.43459 NSW","Edge",-28.85736,153.43459,2,4.33073334028633,2.06686275947298,0.0101571969025743,0.511541042280619,189
"NSW","-28.85736 153.43459 NSW","Riffle",-28.85736,153.43459,7,4.33073334028633,2.06686275947298,0.0101571969025743,0.511541042280619,189
"NSW","-28.85851819 153.0256934 NSW","Edge",-28.85851819,153.0256934,4.33333333333333,5.48479693349065,2.37024374146786,0.000870310782424703,0.331190217361863,195
"NSW","-28.8664 153.0513 NSW","Edge",-28.8664,153.0513,3,5.75574221358691,2.57261223020711,0.00318300690050432,0.37243579376901,195
